supermarket,no_of_items,variation,total,Payment Method,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,Gender,Weekly_Income_in_`000 (ksh),Spending_Score_(1-100),Age,Income Cluster
chandarana,18,1,2490,cash,2017-05-23,no,05:36:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,9,1,2465,cash,2017-05-23,no,05:32:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,9,1,2424,cash,2017-05-23,no,04:52:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2250,cash,2017-05-23,no,05:51:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2474,cash,2017-05-23,no,06:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2250,cash,2017-05-23,no,05:55:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2393,cash,2017-05-23,no,06:16:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2473,cash,2017-05-23,no,06:05:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,15,2,2250,cash,2017-05-23,no,06:53:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2448,cash,2017-05-23,no,05:44:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2450,cash,2017-05-23,no,05:44:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,15,1,2422,cash,2017-05-23,no,13:30:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2459,cash,2017-05-23,no,06:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2000,cash,2017-05-23,no,06:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2441,cash,2017-05-23,no,06:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,5,1,2414,cash,2017-05-23,no,06:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,15,1,2423,cash,2017-05-23,no,06:19:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,15,1,2446,cash,2017-05-23,no,06:53:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2442,cash,2017-05-23,no,06:54:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2432,cash,2017-05-23,no,06:58:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2443,cash,2017-05-23,no,06:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,1200,cash,2017-05-23,no,06:19:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2408,cash,2017-05-23,no,07:01:00,morning,small,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2429,cash,2017-05-23,no,07:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2397,cash,2017-05-23,no,06:42:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2250,cash,2017-05-23,no,06:40:00,morning,small,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2440,cash,2017-05-23,no,07:57:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2250,cash,2017-05-23,no,07:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2404,cash,2017-05-23,no,07:03:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,5,3,2408,cash,2017-05-23,no,08:22:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,15,1,2250,cash,2017-05-23,no,05:22:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2415,cash,2017-05-23,no,14:51:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2300,cash,2017-05-23,no,06:31:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2300,cash,2017-05-23,no,06:56:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2486,cash,2017-05-23,no,05:45:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2300,cash,2017-05-23,no,05:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2459,cash,2017-05-23,no,06:59:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2424,cash,2017-05-23,no,10:44:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,1700,cash,2017-05-23,no,14:21:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2471,cash,2017-05-23,no,15:25:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2477,cash,2017-05-23,no,15:17:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2300,cash,2017-05-23,no,09:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2300,cash,2017-05-23,no,11:26:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2463,cash,2017-05-23,no,15:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,900,cash,2021-05-11,no,16:41:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2412,cash,2017-05-23,no,15:38:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2418,cash,2017-05-23,no,13:22:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,5,2,2411,cash,2017-05-23,no,20:36:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2481,cash,2017-05-23,no,18:23:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2453,cash,2017-05-23,no,13:37:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2300,cash,2017-05-23,no,18:28:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,15,1,2473,cash,2017-05-23,no,18:01:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2424,cash,2017-05-23,no,19:22:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,2,2300,cash,2017-05-23,no,12:59:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2457,cash,2017-05-23,no,15:00:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2300,cash,2017-05-23,no,13:23:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2421,cash,2017-05-23,no,19:27:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2411,cash,2017-05-23,no,18:55:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2472,cash,2017-05-23,no,19:44:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2422,cash,2017-05-23,no,19:34:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2420,cash,2017-05-23,no,20:33:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2462,cash,2017-05-23,no,18:02:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2445,cash,2017-05-23,no,18:19:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2300,cash,2017-05-23,no,15:45:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2424,cash,2017-05-23,no,17:47:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,2,2474,cash,2017-05-23,no,20:01:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2432,cash,2017-05-23,no,17:51:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2442,cash,2017-05-23,no,20:57:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,15,1,2448,cash,2017-05-23,no,21:00:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2442,cash,2017-05-23,no,20:53:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,9,3,2444,cash,2017-05-23,no,19:47:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2441,cash,2017-05-23,no,20:53:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2398,cash,2017-05-23,no,17:14:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2407,cash,2017-05-23,no,19:34:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,15,1,2449,cash,2017-05-23,no,17:42:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2403,cash,2017-05-23,no,16:44:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,15,1,2420,cash,2017-05-23,no,18:30:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2404,cash,2017-05-23,no,14:15:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2435,cash,2017-05-23,no,18:50:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2436,cash,2017-05-23,no,18:25:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,15,1,2449,cash,2017-05-23,no,21:07:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2434,cash,2017-05-23,no,19:53:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2480,cash,2017-05-23,no,15:12:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2390,cash,2017-05-23,no,17:03:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,15,1,2392,cash,2017-05-23,no,19:46:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2446,cash,2017-05-23,no,19:04:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2427,cash,2017-05-23,no,19:30:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2392,cash,2017-05-23,no,18:49:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2300,cash,2017-05-23,no,18:04:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2451,cash,2017-05-23,no,18:05:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2402,cash,2017-05-23,no,19:55:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2474,cash,2017-05-23,no,20:14:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2472,cash,2017-05-23,no,16:02:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2401,cash,2017-05-23,no,20:40:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2413,cash,2017-05-23,no,16:23:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2405,cash,2017-05-23,no,17:27:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2469,cash,2017-05-23,no,17:40:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2300,cash,2017-05-23,no,15:02:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,15,1,2461,cash,2017-05-23,no,19:02:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2435,cash,2017-05-23,no,18:52:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2471,cash,2017-05-23,no,14:02:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2432,cash,2017-05-23,no,17:55:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2300,cash,2017-05-23,no,15:04:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,9,1,2467,cash,2017-05-23,no,15:09:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,15,1,2405,cash,2017-05-23,no,16:51:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2300,cash,2017-05-23,no,16:32:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,15,1,2413,cash,2017-05-23,no,19:40:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2411,cash,2017-05-23,no,16:56:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2474,cash,2017-05-23,no,17:41:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2300,cash,2017-05-23,no,19:48:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2300,cash,2017-05-23,no,17:29:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2427,cash,2017-05-23,no,12:54:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2415,cash,2017-05-23,no,10:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2434,cash,2017-05-23,no,16:37:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2416,cash,2017-05-23,no,16:56:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2442,cash,2017-05-23,no,19:31:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2396,cash,2017-05-23,no,16:47:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2436,cash,2017-05-23,no,15:59:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2430,cash,2017-05-23,no,15:24:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,18,1,2422,cash,2017-05-23,no,16:07:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2438,cash,2017-05-23,no,15:15:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2454,cash,2017-05-23,no,15:15:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,2,2437,cash,2017-05-23,no,18:58:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,18,1,2438,cash,2017-05-23,no,19:28:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2409,cash,2017-05-23,no,14:14:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2389,cash,2017-05-23,no,20:37:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2453,cash,2017-05-23,no,09:13:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2454,cash,2017-05-23,no,14:42:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,25,1,2425,cash,2017-05-23,no,19:32:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2427,cash,2017-05-23,no,16:25:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2456,cash,2017-05-23,no,17:11:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2455,cash,2017-05-23,no,16:09:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2452,cash,2017-05-23,no,17:03:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
chandarana,1,1,2417,cash,2017-05-23,no,17:48:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2477,cash,2017-05-23,no,15:24:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2436,cash,2017-05-23,no,15:10:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2444,cash,2017-05-23,no,15:41:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2464,cash,2017-05-23,no,20:52:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,15,1,2402,cash,2017-05-23,no,16:53:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2459,cash,2017-01-24,no,10:50:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2424,cash,2017-05-23,no,19:41:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2429,cash,2017-05-23,no,20:49:00,night,small,cbd,high,Tuesday,weekday,no,Male,,,,
chandarana,1,1,2444,cash,2017-05-23,no,17:19:00,evening,small,cbd,high,Tuesday,weekday,no,Female,,,,
tuskys,9,2,2417,cash,2017-05-23,no,11:42:00,morning,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,15,2,2413,cash,2017-05-23,no,19:22:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2488,cash,2017-05-23,no,20:19:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,15,1,2457,cash,2017-05-23,no,19:14:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,1,2393,cash,2017-05-23,no,19:23:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,1,2479,cash,2017-05-23,no,18:55:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2483,cash,2017-05-23,no,18:05:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,1,2409,cash,2017-05-23,no,17:58:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,1,2432,cash,2017-05-23,no,18:06:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2417,cash,2017-05-23,no,18:26:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,1,2435,cash,2017-05-23,no,19:03:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2431,cash,2017-05-23,no,20:25:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,1,2300,cash,2017-05-23,no,19:42:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,9,2,2439,cash,2017-05-23,no,20:37:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,6,3,2416,cash,2017-05-23,no,18:45:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2394,cash,2017-05-23,no,15:13:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,15,3,2458,cash,2017-05-23,no,20:02:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2453,cash,2017-05-23,no,20:31:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,15,3,2442,cash,2017-05-23,no,19:48:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2459,cash,2017-05-23,no,12:17:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2456,cash,2017-05-23,no,20:52:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,2,2452,cash,2017-05-23,no,20:36:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2471,cash,2017-05-23,no,19:06:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,1,2442,cash,2017-05-23,no,20:27:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2471,cash,2017-05-23,no,20:55:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2467,cash,2017-05-23,no,19:12:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,1,2465,cash,2017-05-23,no,18:04:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2460,cash,2017-05-23,no,19:34:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2402,cash,2017-05-23,no,19:24:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,2,2461,cash,2017-05-23,no,20:24:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2496,cash,2017-05-23,no,19:00:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2465,cash,2017-05-23,no,19:44:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2434,cash,2015-05-23,no,20:42:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2443,cash,2017-05-23,no,18:15:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,5,1,2459,cash,2017-05-23,no,19:23:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,2,2463,cash,2017-05-23,no,18:10:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,9,2,2436,cash,2017-05-23,no,18:00:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2424,cash,2017-05-23,no,16:53:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2479,cash,2017-05-23,no,17:01:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,9,2,2449,cash,2017-05-23,no,17:11:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2468,cash,2017-05-23,no,18:08:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2459,cash,2017-05-23,no,18:27:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2466,cash,2017-05-23,no,15:40:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2479,cash,2017-05-23,no,20:14:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,2,2454,cash,2017-05-23,no,07:56:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,2,2436,cash,2017-05-23,no,19:57:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,5,3,2455,cash,2017-05-23,no,19:48:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2478,cash,2017-05-23,no,20:27:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2448,cash,2017-05-23,no,12:20:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,10,3,2410,cash,2017-05-23,no,20:04:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,9,3,2475,cash,2017-05-23,no,17:53:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,9,2,2446,cash,2017-05-23,no,18:07:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,2,2466,cash,2017-05-23,no,17:20:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2462,cash,2017-05-23,no,17:49:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2401,cash,2017-05-23,no,18:07:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,15,1,2464,cash,2017-05-23,no,18:14:00,evening,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2439,cash,2017-05-23,no,18:31:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,1,2448,cash,2017-05-23,no,20:44:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2468,cash,2017-05-23,no,19:51:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2443,cash,2017-05-23,no,20:59:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2422,cash,2017-05-23,no,18:27:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2458,cash,2017-05-23,no,20:20:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,2,2497,cash,2017-05-23,no,17:29:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,1,2475,cash,2017-05-23,no,20:07:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,9,3,2453,cash,2017-05-23,no,19:43:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,6,2,2463,cash,2017-05-23,no,19:01:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,15,2,2432,cash,2017-05-23,no,19:43:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2426,cash,2017-05-23,no,18:24:00,evening,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2469,cash,2017-05-23,no,21:08:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2472,cash,2017-05-23,no,18:56:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2430,cash,2017-05-23,no,19:27:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2448,cash,2017-05-23,no,18:55:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2474,cash,2017-05-23,no,20:50:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2432,cash,2017-05-23,no,19:21:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2457,cash,2017-05-23,no,15:05:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,1,1,2472,cash,2017-05-23,no,12:49:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2445,cash,2017-05-23,no,06:43:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2445,cash,2017-05-23,no,09:46:00,morning,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,1,2476,cash,2017-05-23,no,21:06:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,25,1,2457,cash,2017-05-23,no,19:47:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,15,2,2490,cash,2017-05-23,no,19:41:00,night,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
naivas,25,1,2433,cash,2017-05-23,no,20:28:00,night,chain,cbd,mid,Tuesday,weekday,no,Male,,,,
naivas,1,1,2467,cash,2017-05-23,no,12:15:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,Female,,,,
